Go.	Gå!
I'll consider it.	Jeg vil overveje det.
I'll handle this.	Jeg vil tage hånd om det her.
I'll handle this.	Jeg tager hånd om det her.
I'm Tom's father.	Jeg er Toms far.
I'm Tom's friend.	Jeg er Toms ven.
I'm Tom's mother.	Jeg er Toms mor.
I'm a bit hungry.	Jeg er en smule sulten.
I'm a dog person.	Jeg er hundemenneske.
I'm already rich.	Jeg er allerede rig.
I'm always right.	Jeg har altid ret.
I'm an economist.	Jeg er økonom.
I'm at the beach.	Jeg er på stranden.
I'm at the beach.	Jeg er ved stranden.
I'm baking bread.	Jeg bager brød.
I'm checking out.	Jeg tjekker ud.
I'm eating fruit.	Jeg spiser frugt.
I'm eating pasta.	Jeg spiser pasta.
I'm exaggerating.	Jeg overdriver.
I'm feeling blue.	Jeg er ked af det.
I'm feeling blue.	Jeg er trist til mode.
I'm feeling sick.	Jeg føler mig syg.
I'm going to bed.	Jeg går i seng!
I'm just kidding.	Det var bare noget jeg sagde for sjov.
I'm just kidding.	Det var kun for sjov.
I'm not Canadian.	Jeg er ikke canadisk.
I'm not a doctor.	Jeg er ikke læge.
I'm not confused.	Jeg er ikke forvirret.
I'm not creative.	Jeg er ikke kreativ.
I'm not gullible.	Jeg er ikke naiv.
I'm not gullible.	Jeg er ikke født i går.
I'm not gullible.	Jeg er ikke så let at narre.
I'm not sleeping.	Jeg sover ikke.
I'm not your son.	Jeg er ikke din søn.
I'm proud of you.	Jeg er stolt af dig.
I'm proud of you.	Jeg er stolt af jer.
I'm right-handed.	Jeg er højrehåndet.
I'm still single.	Jeg er stadig single.
I'm the organist.	Jeg er organisten.
I'm tired of you.	Jeg er træt af dig.
I'm very thirsty.	Jeg er meget tørstig.
I've got a knife.	Jeg har en kniv.
I've lost my key.	Jeg har mistet min nøgle.
I've lost my key.	Jeg har tabt min nøgle.
I've never voted.	Jeg har aldrig stemt.
If not now, when?	Hvis ikke nu, hvornår så?
Is Tom at school?	Er Tom i skole?
Is Tom there yet?	Er Tom der endnu?
Is catnip a drug?	Er katteurt et narkotikum?
Is he still here?	Er han stadig her?
Is it really you?	Er det virkelig dig?
Is she all right?	Har hun det godt?
Is someone there?	Er der nogen?
Is that for sale?	Er det til salg?
Is that relevant?	Er det relevant?
Is the apple red?	Er æblet rødt?
Is the bank open?	Er banken åben?
Is this 223-1374?	Er dette 223-1374?
Is this for sale?	Er den her til salg?
Is this your DVD?	Er dette din dvd?
Is this your car?	Er det din bil?
Is your car fast?	Er din bil hurtig?
Is your dog deaf?	Er din hund døv?
Is your name Tom?	Er dit navn Tom?
Is your name Tom?	Er Deres navn Tom?
Isn't that sweet?	Er det ikke sødt?
It began to rain.	Det begyndte at regne.
It began to snow.	Det begyndte at sne.
It is impossible.	Det er umuligt.
It is pitch dark.	Det er bælgmørkt.
It isn't a dream.	Det er ikke en drøm.
It was a hot day.	Det var en varm dag.
It was dark blue.	Den var mørkeblå.
It was dark blue.	Det var mørkeblåt.
It was drizzling.	Det småregnede.
It was drizzling.	Det støvregnede.
It was very dark.	Det var bælgmørkt.
It was very dark.	Det var meget mørkt.
It was very good.	Det var meget godt.
It was very good.	Den var meget god.
It wasn't locked.	Den var ikke låst.
It's Greek to me.	Det er volapyk for mig.
It's Tom's fault.	Det er Toms skyld.
It's Tom's house.	Det er Toms hus.
It's a good idea.	Det er en god ide.
It's almost noon.	Det er næsten middag.
It's almost over.	Det er næsten slut.
It's almost over.	Det er næsten forbi.
It's bitter cold.	Det er bidende koldt.
It's interesting.	Det er interessant.
It's no big deal.	Det er ikke så slemt.
It's only Monday.	Det er kun mandag.
It's really easy.	Det er virkelig nemt.
It's snowing now.	Det sner nu.
Just follow them.	Bare følg efter dem!
Let me try again.	Lad mig prøve igen.
Let's follow Tom.	Lad os følge Tom.
Let's have a try.	Lad os prøve!
Let's play house.	Lad os lege »far, mor og børn«!
May I open a can?	Må jeg åbne en dåse?
My car is German.	Min bil er tysk.
My dog has fleas.	Min hund har lopper.
My eyes are blue.	Mine øjne er blå.
My glass is full.	Mit glas er fyldt.
My pencil is red.	Min blyant er rød.
My pulse is fast.	Min puls er høj.
My pulse is slow.	Min puls er lav.
My pulse is slow.	Jeg har en lav puls.
My stomach hurts.	Jeg har mavepine.
My sunburn hurts.	Min solskoldning gør ondt.
No one knew that.	Ingen vidste det.
No one loves war.	Ingen kan lide krig.
Nobody likes Tom.	Ingen kan lide Tom.
Nobody said that.	Det er der ingen der har sagt.
Nobody said that.	Ingen sagde det.
Nobody's perfect.	Ingen er fuldkommen.
Now I understand.	Nu forstår jeg.
Now I understand.	Nu forstår jeg det.
Pardon my French.	Undskyld mit franske.
Pardon my French.	Undskyld jeg bander.
Please slow down.	Sæt farten ned.
Pray for me, Tom.	Bed for mig, Tom!
Push that button.	Tryk på den knap.
Recess is ending.	Frikvarteret slutter.
Red wine, please.	Jeg vil gerne have rødvin.
Red wine, please.	Rødvin, tak.
Revenge is sweet.	Hævnen er sød.
Roses smell good.	Roser er velduftende.
Say it in French.	Sig det på fransk.
See for yourself.	Se selv.
See for yourself.	Se selv!
She began crying.	Hun begyndte at græde.
She died in 1960.	Hun døde i 1960.
She is beautiful.	Hun er smuk.
She quit smoking.	Hun holdt op med at ryge.
She rejected him.	Hun afviste ham.
She took my hand.	Hun tog min hånd.
She's a bad liar.	Hun er en dårlig løgner.
Sit down, please.	Vær så venlige at sætte jer.
Someone screamed.	Nogen skreg.
Spiders scare me.	Edderkopper skræmmer mig.
Stay on the path.	Bliv på stien.
Stop daydreaming.	Hold op med dagdrømme!
Stop teasing Tom.	Hold op med at drille Tom.
Summer has ended.	Sommeren er forbi.
Swimming is easy.	Svømning er let.
Tell me about it!	Fortæl mig om det!
That car is hers.	Den bil er hendes.
That is not true.	Det er ikke rigtigt.
That made me mad.	Det gjorde mig gal.
That smells nice.	Det dufter godt.
That's Tom's car.	Det er Toms bil.
That's a promise.	Det er et løfte.
That's bad karma.	Det er dårlig karma.
That's beautiful.	Det er smukt.
That's excellent.	Det er fremragende.
That's expensive.	Det er dyrt.
That's fantastic.	Det er fantastisk.
That's my jacket.	Det er min jakke.
That's no excuse.	Det er ikke en undskyldning.
That's not cheap.	Det er ikke billigt.
That's our fault.	Det er vores skyld.
That's very good.	Det er meget godt.
The answer is no.	Svaret er nej.
The answer's yes.	Svaret er ja.
The apple is red.	Æblet er rødt.
The bill, please.	Regningen, tak.
The box is heavy.	Kassen er tung.
The bus was full.	Bussen var fuld.
The cat is black.	Katten er sort.
The dog is dying.	Hunden er døende.
The dog is dying.	Hunden er ved at dø.
The dog is white.	Hunden er hvid.
The dog was dead.	Hunden var død.
The door is open.	Døren står åben.
The door is open.	Døren er åben.
The food's ready.	Maden er klar.
The hat is yours.	Hatten er din.
The lid came off.	Låget kom af.
The line is busy.	Linjen er optaget.
The man is right.	Manden har ret.
The milkman died.	Mælkemanden døde.
The mist cleared.	Tågen er lettet.
The mist cleared.	Tågen lettede.
The pizza's here!	Pizzaen er her!
The radio was on.	Radioen var tændt.
The rain stopped.	Regnen stoppede.
The rain stopped.	Det stoppede med at regne.
The rain stopped.	Det holdt op med at regne.
The tank is full.	Tanken er fuld.
The twins smiled.	Tvillingerne smilede.
There's no doubt.	Det er der ingen tvivl om.
They are singers.	De er sangere.
They deserved it.	De har fortjent det.
They deserved it.	De fortjente det.
They dug a grave.	De gravede en grav.
They got married.	De blev gift.
They lied to you.	Man har løjet overfor dig.
They like apples.	De kan lide æbler.
They live nearby.	De bor i nærheden.
They were afraid.	De var bange.
They're a couple.	De er et par.
They're all safe.	De er alle i sikkerhed.
They're brothers.	De er brødre.
Think about that.	Tænk over det.
This is an apple.	Dette er et æble.
This is bad news.	Dette er dårlige nyheder.
This is her book.	Dette er hendes bog.
This is my coach.	Dette er min træner.
This is my horse.	Dette er min hest.
This is my house.	Dette er mit hus.
This is my house.	Det her er mit hus.
This is not salt.	Dette er ikke salt.
This is not salt.	Det her er ikke salt.
This isn't sugar.	Dette er ikke sukker.
This isn't sugar.	Det her er ikke sukker.
This one is full.	Denne her er fuld.
This was missing.	Dette manglede.
Tom avoided Mary.	Tom undgik Mary.
Tom beat up Mary.	Tom tæskede Mary.
Tom beat up Mary.	Tom gennempryglede Mary.
Tom began to run.	Tom begyndte at løbe.
Tom built a raft.	Tom har bygget en tømmerflåde.
Tom built a raft.	Tom byggede en tømmerflåde.
Tom can run fast.	Tom kan løbe stærkt.
Tom can run fast.	Tom kan løbe hurtigt.
Tom cannot drive.	Tom kan ikke køre bil.
Tom didn't laugh.	Tom lo ikke.
Tom doesn't care.	Tom er ligeglad.
Tom doesn't play.	Tom leger ikke.
Tom doesn't play.	Tom spiller ikke.
Tom drinks a lot.	Tom drikker meget.
Tom fed the pigs.	Tom fodrede grisene.
Tom gave up hope.	Tom opgav håbet.
Tom got arrested.	Tom blev arresteret.
Tom got confused.	Tom blev forvirret.
Tom had jeans on.	Tom havde jeans på.
Tom had jeans on.	Tom havde cowboybukser på.
Tom had one beer.	Tom har fået én øl.
Tom had one beer.	Tom har drukket én øl.
Tom has a guitar.	Tom har en guitar.
Tom has a secret.	Tom har en hemmelighed.
Tom has chickens.	Tom har kyllinger.
Tom has dementia.	Tom har demens.
Tom has diabetes.	Tom har diabetes.
Tom has diabetes.	Tom har sukkersyge.
Tom has vanished.	Tom er forsvundet.
Tom heard a shot.	Tom hørte et skud.
Tom is Mary's ex.	Tom er Marys eks.
Tom is a painter.	Tom er maler.
Tom is a redneck.	Tom er en bondeknold.
Tom is a redneck.	Tom er en knoldesparker.
Tom is a redneck.	Tom er en bonderøv.
Tom is a student.	Tom er skoleelev.
Tom is a student.	Tom er studerende.
Tom is a student.	Tom er student.
Tom is a student.	Tom er elev.
Tom is a veteran.	Tom er veteran.
Tom is acting up.	Tom skaber sig.
Tom is also deaf.	Tom er også døv.
Tom is an orphan.	Tom er forældreløs.
Tom is coming to.	Tom er ved at komme til bevidsthed.
Tom is coming to.	Tom er ved at komme til sig selv.
Tom is competent.	Tom er kompetent.
Tom is conceited.	Tom er indbildsk.
Tom is dangerous.	Tom er farlig.
Tom is disgusted.	Tom væmmes.
Tom is efficient.	Tom er effektiv.
Tom is in a coma.	Tom ligger i koma.
Tom is my cousin.	Tom er min fætter.
Tom is my doctor.	Tom er min læge.
Tom is my friend.	Tom er min ven.
Tom is panicking.	Tom går i panik.
Tom is panicking.	Tom bliver grebet af panik.
Tom is realistic.	Tom er realistisk.
Tom is too young.	Tom er for ung.
Tom is unmarried.	Tom er ugift.
Tom is unpopular.	Tom er upopulær.
Tom is very sick.	Tom er meget syg.
Tom is very tall.	Tom er meget høj.
Tom is womanizer.	Tom er en skørtejæger.
Tom isn't asleep.	Tom sover ikke.
Tom isn't crying.	Tom græder ikke.
Tom isn't eating.	Tom spiser ikke.
Tom isn't hungry.	Tom er ikke sulten.
Tom isn't joking.	Tom laver ikke sjov.
Tom isn't stupid.	Tom er ikke dum.
Tom likes horses.	Tom kan godt lide heste.
Tom likes olives.	Tom kan lide oliven.
Tom looked angry.	Tom så vred ud.
Tom looked happy.	Tom så glad ud.
Tom looked tired.	Tom så træt ud.
Tom looked upset.	Tom så vred ud.
Tom lost his hat.	Tom har mistet sin hat.
Tom lost the bet.	Tom tabte væddemålet.
Tom must've left.	Tom må være taget afsted.
Tom quit smoking.	Tom er holdt op med at ryge.
Tom sang to Mary.	Tom sang for Mary.
Tom sat on a log.	Tom sad på en træstamme.
Tom seemed tired.	Tom så træt ud.
Tom shot himself.	Tom skød sig selv.
Tom shot himself.	Tom har skudt sig selv.
Tom smiled at me.	Tom smilte til mig.
Tom smiled at me.	Tom smilede til mig.
Tom spoke French.	Tom talte fransk.
Tom wanted money.	Tom ville have penge.
Tom was abducted.	Tom blev bortført.
Tom was drinking.	Tom drak.
Tom was finished.	Tom var færdig.
Tom was laughing.	Tom lo.
Tom was laughing.	Tom grinede.
Tom was shouting.	Tom råbte.
Tom was sleeping.	Tom lå og sov.
Tom was sleeping.	Tom sov.
Tom was speaking.	Tom talte.
Tom was sweating.	Tom svedte.
Tom wasn't upset.	Tom var ikke vred.
Tom went bananas.	Tom gik bananas.
Tom went too far.	Tom gik for langt.
Tom went too far.	Tom gik over stregen.
Tom wets his bed.	Tom tisser i sengen.
Tom will need it.	Tom vil få brug for den.
Tom will need it.	Tom vil få brug for det.
Tom won't listen.	Tom vil ikke lytte.
Tom wouldn't eat.	Tom ville ikke spise.
Tom writes poems.	Tom skriver digte.
Tom's not asleep.	Tom sover ikke.
Tom's not hungry.	Tom er ikke sulten.
Tom's phone rang.	Toms telefon ringede.
Tom's suspicious.	Tom aner uråd.
Turn to the left.	Drej til venstre.
Wait right there.	Vent lige der.
Watch your speed.	Pas på hastigheden.
Water the plants.	Vand planterne!
We can't do that.	Vi kan ikke gøre det.
We demand action.	Vi kræver handling!
We have no money.	Vi har ingen penge.
We have no water.	Vi har intet vand.
We have pictures.	Vi har billeder.
We have two kids.	Vi har to børn.
We heard her cry.	Vi hørte hende græde.
We ought to wait.	Vi bør vente.
We remembered it.	Vi har husket det.
We remembered it.	Vi huskede det.
We saw her dance.	Vi så hende danse.
We saw her dance.	Vi har set hende danse.
We saw her dance.	Vi så hendes dans.
We saw her dance.	Vi har set hendes dans.
We threw it away.	Vi smed det væk.
We threw it away.	Vi smed den væk.
We wrote to them.	Vi skrev til dem.
We'd better wait.	Vi må hellere vente.
We'll meet again.	Vi ses igen.
We'll meet again.	Vi vil mødes igen.
We're all stupid.	Vi er alle dumme.
We're beekeepers.	Vi er biavlere.
We're going home.	Vi tager hjem.
We're in a hurry.	Vi har travlt.
We're in trouble.	Vi har problemer.
We're in trouble.	Vi er i knibe.
We're not dating.	Vi dater ikke.
We're right here.	Vi er lige her.
We're successful.	Vi har succes.
We're surrounded.	Vi er omringet.
We're very sorry.	Vi beklager meget.
We've got a deal.	Vi har en aftale.
We've tried that.	Vi har prøvet det.
What a big truck!	Sikken stor lastvogn!
What a heavy bag!	Sikke en tung taske!
What a long week!	Sikken en lang uge!
What did she say?	Hvad sagde hun?
What did you buy?	Hvad har du købt?
What did you buy?	Hvad købte du?
What did you eat?	Hvad har du spist?
What did you get?	Hvad fik du?
What did you say?	Hvad sagde du?
What did you see?	Hvad så du?
What did you see?	Hvad har du set?
What did you see?	Hvad så I?
What did you see?	Hvad har I set?
What do you have?	Hvad har I?
What do you know?	Hvad ved I?
What do you mean?	Hvad mener du?
What do you want?	Hvad vil du?
What is going on?	Hvad sker der?
What should I do?	Hvad skal jeg gøre?
What's Tom up to?	Hvad er Tom ude på?
What's Tom up to?	Hvad har Tom gang i?
What's Tom up to?	Hvad har Tom for?
What's happening?	Hvad sker der?
What's the cause?	Hvad er grunden?
What's the total?	Hvad er det samlede beløb?
What's wrong now?	Hvad er der galt nu?
What's your name?	Hvad er dit navn?
What's your name?	Hvad hedder du?
What's your wish?	Hvad er dit ønske?
Where are we now?	Hvor er vi nu?
Where do I sleep?	Hvor sover jeg?
Where is my comb?	Hvor er min kam?
Where's Tom been?	Hvor har Tom været?
Where's my diary?	Hvor er min dagbog?
Where's my horse?	Hvor er min hest?
Where's your car?	Hvor er din bil?
Where's your car?	Hvor er jeres bil?
Where's your key?	Hvor er din nøgle?
Who brought them?	Hvem bragte dem?
Who did you kiss?	Hvem kyssede du?
Who wrote Hamlet?	Hvem skrev Hamlet?
Who's my teacher?	Hvem er min lærer?
Who's number one?	Hvem er nummer ét?
Whose turn is it?	Hvis tur er det?
Why are you here?	Hvorfor er du her?
Why did you hide?	Hvorfor gemte du dig?
Why did you stop?	Hvorfor stoppede du?
Why do cats purr?	Hvorfor spinder katte?
Why is it so hot?	Hvorfor er det så varmt?
Why should I pay?	Hvorfor bør jeg betale?
Why take chances?	Hvorfor tage chancer?
Write with a pen.	Skriv med en pen.
Write with a pen.	Skriv med pen.
Yolks are yellow.	Æggeblommer er gule.
You are a genius.	Du er et geni!
You are a genius.	Du er et geni.
You are children.	I er børn.
You are hopeless.	Du er håbløs.
You aren't young.	Du er ikke ung.
You can't say no.	Du kan ikke sige nej.
You could've run.	Du kunne have løbet.
You deal with it.	Affind dig med det.
You deal with it.	Tag dig af det!
You did it again.	Du gjorde det igen.
You do look good.	Du ser godt ud.
You got off easy.	Du slap billigt.
You got off easy.	Det slap du billigt fra.
You may be right.	Du har muligvis ret.
You may be right.	Du har måske ret.
You may be right.	Du har kanhænde ret.
You may quote me.	Du kan citere mig.
You may quote me.	Du må citere mig.
You need to come.	Du er nødt til at komme.
You should sleep.	Du burde sove.
You're a problem.	Du er et problem.
You're beautiful.	I er smukke.
You're beautiful.	Du er smuk.
You're dangerous.	Du er farlig.
You're lying now.	Nu lyver du!
You're not a god.	Du er ikke en gud.
You're not young.	Du er ikke ung.
You've grown fat.	Du er blevet fed.
Your car is fast.	Din bil er hurtig.
Your car is fast.	Jeres bil er hurtig.
Your dog is here.	Din hund er her.
Your dog is here.	Jeres hund er her.
Your fly is open!	Dine bukser står åbne!
Your fly is open!	Tivoli er åben!
Yours was better.	Din var bedre.
A heavy rain fell.	Der var et voldsomt regnvejr.
A heavy rain fell.	Det var et kraftigt regnvejr.
Are they American?	Er de amerikanske?
Are they Canadian?	Er de canadiske?
Are they brothers?	Er de brødre?
Are you a vampire?	Er du en vampyr?
Are you guys free?	Er I frie?
Are you happy now?	Er du glad nu?
Are you listening?	Hører du efter?
Art is my passion.	Kunst er min passion.
Beware of the dog!	Pas på hunden!
Beware of the dog!	Pas på, hunden bider!
Call her tomorrow.	Ring til hende i morgen.
Call her tomorrow.	Ring hende op i morgen.
Can I come inside?	Kan jeg komme ind?
